Desconto;Quant_Min;Texto108;Texto111;xvencimento;xlista;I_E;D04_cod;D04_Descricao;xgrupo;D04_Tipo;D04_UniPro;D04_Precoven;Texto102;Texto115;Texto117;Texto119;Texto124;marcador;Texto91;Texto129;Texto126;Similar;xlocal;Texto134
;;;;35/42;1;Externo;5279910;TOSTATA S. TOMATE SECO 180G MAMBO CX C/10;MAMBO;MAMBO;CX;118,00;0,00;N;;161;1,8;5279910;;11,8000;;;P ACAB - 5843;TOSTATA S. TOMATE SECO 180G MAMBO CX C/10
23;0;0;C;35/42;1;Externo;199001;TOSTATA S. TRADICIONAL 180G MAMBO;MAMBO;MAMBO;UN;11,80;0,00;N;;;0,18;199001;1990;11,8000;7898702151990;;P ACAB - 22110;TOSTATA S. TRADICIONAL 180G MAMBO
;;;;35/42;1;Externo;199010;TOSTATA S. TRADICIONAL 180G MAMBO CX C/10;MAMBO;MAMBO;CX;118,00;0,00;N;;258;1,8;199010;;11,8000;;;P ACAB - 22110;TOSTATA S. TRADICIONAL 180G MAMBO CX C/10
23;0;0;C;35/42;1;Externo;260501;TOSTATA SABOR AZEITONAS PRETAS 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;1023;0,18;260501;2605;4,5000;7898707290236;;;TOSTATA SABOR AZEITONAS PRETAS 180G CF
23;0;0;C;35/42;1;Externo;258201;TOSTATA SABOR TOMATE SECO 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;700;0,18;258201;2582;4,5000;7898707290168;;;TOSTATA SABOR TOMATE SECO 180G CF
23;0;0;C;35/42;1;Externo;259901;TOSTATA SABOR TRADICIONAL 180G CF;CASA FORTUNATO;Tostata Casa Fortunato;UN;4,50;0,00;N;;1372;0,18;259901;2599;4,5000;7898707290250;;;TOSTATA SABOR TRADICIONAL 180G CF
23;0;0;C;35/42;1;Externo;231501;TOSTATA TOMATE 180G LA PETISSE;LA PETISSE;TORRADA  - LA PET;UN;4,50;0,00;N;;;0,18;231501;2315;4,5000;0602883082021;;P ACAB - 22108;TOSTATA TOMATE 180G LA PETISSE
23;0;;;35/42;1;Externo;331401;TOSTATA TOMATE SECO 180G;TOSTATA;TOSTATA TOMATE SECO;UN;13,07;94,00;;;2;0,18;331401;3314;13,0700;7896207803314;;P ACAB - 1051;TOSTATA TOMATE SECO 180G
23;0;;;35/42;1;Externo;331410;TOSTATA TOMATE SECO 180G CX C/10;TOSTATA;TOSTATA TOMATE SECO;CX;130,70;9,40;;;284;1,8;331410;;13,0700;;;P ACAB - 1051;TOSTATA TOMATE SECO 180G CX C/10
0;0;0;C;35/42;1;Externo;483701;TOSTATA TOMATE SECO 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;4,80;0,00;N;;;0,18;483701;4837;4,8000;7899934814837;;P ACAB - 22347;TOSTATA TOMATE SECO 180G OBA
23;0;0;C;35/42;1;Externo;486301;TOSTATA TOMATE SECO 180G SP;TORRADA SP;SAPORE DI PUGLIA;UN;4,62;0,00;N;;;0,18;486301;4863;4,6200;7898919734863;;;TOSTATA TOMATE SECO 180G SP
0;0;0;C;35/42;1;Externo;481301;TOSTATA TRADICIONAL 180G OBA;TOSTATA;TOSTATA ROSMARINO;UN;4,21;0,00;N;;2140;0,18;481301;4813;4,2100;7899934814813;;P ACAB - 22348;TOSTATA TRADICIONAL 180G OBA
